year;region;energy_co2e_t;energy_co2e_t_percapita;industry_co2e_t;industry_co2e_t_percapita;traffic_co2e_t;traffic_co2e_t_percapita;buildings_co2e_t;buildings_co2e_t_percapita;agriculture_co2e_t;agriculture_co2e_t_percapita;waste_co2e_t;waste_co2e_t_percapita;fluorinated_gases_co2e_t;fluorinated_gases_co2e_t_percapita;total_co2e_t;total_co2e_t_percapita;population
2003;Vorarlberg;3283.85836059;0.00923415;249008.15565247;0.70020656;958776.95062379;2.69606393;708451.78204384;1.99215396;218425.80040743;0.61420951;115390.82228081;0.32447696;50325.44943504;0.14151428;2303662.81880397;6.47785935;355621
2004;Vorarlberg;4122.84088696;0.01149958;274907.80803124;0.76678300;982923.50904958;2.74160651;663183.39320468;1.84977559;221038.18805242;0.61652787;121833.98528992;0.33982385;50256.77127507;0.14017804;2318266.49578986;6.46619444;358521
2005;Vorarlberg;3721.10962693;0.01029663;310398.93522911;0.85890057;983580.83363604;2.72165282;652558.88061374;1.80568658;216789.85388294;0.59987618;122424.45681420;0.33875901;58556.50725646;0.16203090;2348030.57705943;6.49720269;361391
2006;Vorarlberg;4876.40282742;0.01341924;314814.44483426;0.86632904;930971.19163740;2.56191352;635309.78055871;1.74829117;216099.71882091;0.59467876;117319.50964759;0.32284827;53410.47499985;0.14697879;2272801.52332613;6.25445878;363389
2007;Vorarlberg;4299.39566121;0.01177965;307807.49269636;0.84334286;940863.70204759;2.57781471;554016.98957395;1.51791715;219550.59099396;0.60153319;111723.43443447;0.30610418;55785.61217150;0.15284357;2194047.21757904;6.01133531;364985
2008;Vorarlberg;8275.59149117;0.02258641;300578.85671858;0.82036386;883813.96775298;2.41217578;580265.50653472;1.58370704;226965.45278698;0.61945227;106190.05748865;0.28982240;58197.26996939;0.15883664;2164286.70274247;5.90694439;366397
2009;Vorarlberg;9286.39989886;0.02526293;321623.35073367;0.87495131;859828.14793281;2.33909559;552760.02018513;1.50374064;226364.07492502;0.61580586;99366.79602080;0.27031964;61461.37439000;0.16720089;2130690.16408629;5.79637684;367590
2010;Vorarlberg;7544.52256154;0.02045174;307960.76384863;0.83482183;895343.18294150;2.42710151;601738.03655347;1.63119497;226763.32772780;0.61471135;92890.89550403;0.25180918;64459.34590211;0.17473677;2196700.07503908;5.95482734;368894
2011;Vorarlberg;8364.65382163;0.02260131;298913.33918930;0.80766433;869677.05563808;2.34986883;465013.99165173;1.25646857;226627.23642177;0.61234717;87438.84823068;0.23625991;65550.99531213;0.17711890;2021586.12026531;5.46232902;370096
2012;Vorarlberg;9498.49760590;0.02555441;323731.98639161;0.87095668;871651.24401370;2.34505859;447436.71102324;1.20376735;227460.47765098;0.61195134;81019.41894796;0.21797168;67711.88888506;0.18216959;2028510.22451844;5.45742964;371697
2013;Vorarlberg;11416.95539005;0.03053723;337564.26972007;0.90289210;912526.04721448;2.44075761;452413.12225541;1.21008137;227434.26846265;0.60832447;74941.11195390;0.20044698;67546.75168267;0.18066909;2083842.52667923;5.57370885;373870
2014;Vorarlberg;11168.05441202;0.02962561;284226.85766189;0.75397139;896697.98098677;2.37867959;382400.27263253;1.01439698;231719.83750006;0.61468550;69861.41851094;0.18532207;69050.71594896;0.18317152;1945125.13765317;5.15985266;376973
2015;Vorarlberg;10620.31485123;0.02787484;277425.19484403;0.72815012;912886.52994388;2.39602764;425678.84348777;1.11726731;234000.70551655;0.61417508;66770.04734395;0.17524947;73239.88197828;0.19223066;2000621.51796569;5.25097511;381000
2016;Vorarlberg;10672.68860355;0.02759883;275124.63229229;0.71145317;956415.99861001;2.47322527;433442.08610195;1.12085110;239706.48160190;0.61986429;63774.64705557;0.16491680;79146.61951767;0.20466765;2058283.15378293;5.32257712;386708
2017;Vorarlberg;10492.39384055;0.02688317;287190.32557461;0.73582698;976847.40258129;2.50283734;458418.60423749;1.17454087;239303.62282512;0.61313368;59158.33486976;0.15157300;85174.83310782;0.21823138;2116585.51703664;5.42302641;390296
2018;Vorarlberg;9878.52559195;0.02513460;299097.35057161;0.76101355;976314.55735831;2.48410294;407455.17283963;1.03671566;237938.73022724;0.60540355;55440.21541734;0.14106028;83701.79841020;0.21296813;2069826.35041629;5.26639870;393025
2019;Vorarlberg;10332.03541902;0.02609436;279598.48162042;0.70614772;984395.75568610;2.48616806;436319.87026077;1.10195977;236835.19130028;0.59814570;52333.48104755;0.13217228;81135.78330157;0.20491473;2080950.59863570;5.25560261;395949
1990;Wien;2341825.79745356;1.56360221;699174.00621559;0.46682807;2219843.80457537;1.48215665;2395863.86692139;1.59968263;43065.41403598;0.02875414;518824.57367916;0.34641144;25744.98970384;0.01718955;8244342.45258490;5.50462469;1497712
1991;Wien;2753502.73103749;1.82037852;714899.82625628;0.47263011;2455247.41900787;1.62319783;2509435.09699764;1.65902205;43051.24563892;0.02846177;491670.74534157;0.32505029;35753.91967907;0.02363741;9003560.98395884;5.95237798;1512599
1992;Wien;2151374.39930695;1.40614636;673295.97205686;0.44006877;2442432.69062764;1.59638315;2548309.55278113;1.66558466;38784.71949191;0.02534984;541612.43359750;0.35399991;36713.36140696;0.02399599;8432523.12926895;5.51152867;1529979
1993;Wien;1696229.68498325;1.09897088;659937.37473486;0.42756707;2453336.61889493;1.58949317;2783085.50360134;1.80313430;32591.84257815;0.02111594;491376.23902623;0.31835793;82076.70070149;0.05317670;8198633.96452026;5.31181601;1543471
1994;Wien;2210934.25726280;1.43004520;682500.34563378;0.44144521;2452034.42311285;1.58599020;2564091.06392443;1.65846909;29908.49237009;0.01934499;443339.34933029;0.28675448;92077.17853109;0.05955606;8474885.11016533;5.48160524;1546059
1995;Wien;2012681.40946673;1.30623197;705392.18344845;0.45780014;2477650.14950651;1.60799709;2488807.28000560;1.61523807;30778.89445830;0.01997553;384478.28005215;0.24952674;118037.65679212;0.07660654;8217825.85372987;5.33337607;1540830
1996;Wien;2535358.31409648;1.64570500;750380.30011522;0.48707301;2698265.67866535;1.75144842;2100543.13087743;1.36346579;31906.47227527;0.02071054;354992.08269462;0.23042591;133307.46683662;0.08653008;8604753.44556099;5.58535877;1540591
1997;Wien;2433584.92546704;1.57866821;912868.65991506;0.59217852;2545860.39637225;1.65150138;2220018.46855003;1.44012750;32441.73110467;0.02104497;398493.31828745;0.25850289;152621.87221811;0.09900591;8695889.37191462;5.64102939;1541543
1998;Wien;2915804.15078367;1.89147311;674976.28883242;0.43785502;2841083.69238762;1.84300218;2025712.04512758;1.31407312;31850.07060887;0.02066104;353486.40876417;0.22930554;173782.93882395;0.11273245;9016695.59532828;5.84910246;1541552
1999;Wien;2805902.36491816;1.81566441;470649.12677687;0.30455118;2740002.72389969;1.77302158;2251233.72204773;1.45674525;32262.60109814;0.02087673;320840.73777690;0.20761204;181941.45224735;0.11773204;8802832.72876482;5.69620323;1545386
2000;Wien;2247143.19343797;1.44861465;507881.42993586;0.32740436;2863938.46517460;1.84623002;1915727.35473923;1.23496834;29456.86814272;0.01898929;346512.80894944;0.22337852;170894.79806174;0.11016686;8081554.91844156;5.20975204;1551236
2001;Wien;2397981.29665840;1.53467267;478108.34961222;0.30598229;3066697.04380876;1.96264089;2108162.64665404;1.34919301;29007.62757190;0.01856445;371115.06109216;0.23750817;204766.39133310;0.13104747;8655838.41673058;5.53960895;1562536
2002;Wien;2402031.78515739;1.51754458;447858.99548347;0.28294629;3397310.35788786;2.14633710;2084153.10942232;1.31671666;27400.62356252;0.01731104;480303.60955951;0.30344400;229591.46858361;0.14505024;9068649.94965668;5.72934992;1582841
2003;Wien;2802587.82650035;1.75064578;480623.52923827;0.30022308;3661688.60945254;2.28728594;2159798.20201951;1.34912511;31254.30900504;0.01952311;529390.78483088;0.33068571;226548.51118232;0.14151428;9891891.77222890;6.17900301;1600888
2004;Wien;2680211.15318210;1.65419605;511574.39471732;0.31573794;3742860.33939037;2.31005113;2001934.61114998;1.23557143;29659.92969956;0.01830577;562902.61471145;0.34741714;227123.47019682;0.14017804;9756266.51304760;6.02145750;1620250
2005;Wien;3030421.97286762;1.84595769;530188.87560617;0.32296038;3796561.05560428;2.31264528;1905439.65660745;1.16068357;32560.02474885;0.01983368;504274.99861528;0.30717515;265998.50523973;0.16203090;10065445.08928940;6.13128663;1641653
2006;Wien;2443317.01004932;1.47488168;552473.50898921;0.33349461;3573193.57319943;2.15691935;1840016.41617572;1.11070585;30735.00714655;0.01855285;514077.72461305;0.31031741;243487.85374287;0.14697879;9197301.09391615;5.55185054;1656619
2007;Wien;2140362.82120841;1.28514968;570732.89090140;0.34268825;3570487.19845859;2.14384704;1541886.05700434;0.92580303;29598.99117395;0.01777228;509064.03750228;0.30566009;254554.55450478;0.15284357;8616686.55075374;5.17376394;1665458
2008;Wien;2458717.41605912;1.46794621;570981.80587078;0.34089748;3336515.75204057;1.99202463;1534305.52631716;0.91603775;31073.80576249;0.01855222;524182.14878225;0.31295634;266041.37252960;0.15883664;8721817.82736196;5.20725127;1674937
2009;Wien;2912646.59974567;1.72929410;486472.23010568;0.28882789;3211450.04157239;1.90669943;1632646.60235252;0.96933358;28403.65006472;0.01686379;531325.68923824;0.31545824;281616.12111954;0.16720089;9084560.93419875;5.39367792;1684298
2010;Wien;3011248.96344182;1.77592989;490238.24463174;0.28912546;3284869.19063766;1.93730158;1726423.30267958;1.01818441;28357.71083399;0.01672439;519121.50537109;0.30615981;296281.91924555;0.17473677;9356540.83684142;5.51816231;1695590
2011;Wien;2630257.82427636;1.53941020;473558.01121265;0.27715915;3158810.46218999;1.84875605;1569056.43516457;0.91832119;27670.22346479;0.01619454;566157.53617639;0.33135485;302627.82711576;0.17711890;8728138.31960052;5.10831488;1708614
2012;Wien;2050818.25724628;1.18727647;461836.24870519;0.26737002;3113241.09209832;1.80234298;1544107.67766838;0.89392744;22890.39514738;0.01325189;518929.93440864;0.30042316;314666.99227549;0.18216959;8026490.59754967;4.64676153;1727330
2013;Wien;1859822.60804323;1.06057584;404687.83495268;0.23077585;3218032.91690058;1.83510403;1645824.90208015;0.93854227;23267.82361349;0.01326863;513835.32556564;0.29301791;316820.76954684;0.18066909;7982292.18070260;4.55195360;1753597
2014;Wien;1642066.28176339;0.92196943;347928.97240867;0.19535136;3123246.67740484;1.75360642;1434334.92113718;0.80533470;24655.56017321;0.01384333;533011.28183546;0.29926935;326236.16342593;0.18317152;7431479.85814868;4.17254610;1781042
2015;Wien;1949386.34277966;1.07450087;325258.21451946;0.17928218;3150336.16744817;1.73646387;1598905.26820392;0.88131586;25582.63010528;0.01410113;535887.73108460;0.29538108;348749.67160643;0.19223066;7934106.02574753;4.37327566;1814225
2016;Wien;2042419.95649621;1.10214013;351812.79571532;0.18984685;3276737.77937713;1.76820844;1664093.10854289;0.89798564;27542.66442572;0.01486270;561666.64165223;0.30308916;379277.81812886;0.20466765;8303550.76433836;4.48080057;1853140
2017;Wien;2238156.15629159;1.19195479;361244.19538639;0.19238459;3362718.15200427;1.79085271;1672856.03450600;0.89089796;29302.09901230;0.01560516;549424.57714410;0.29260213;409777.20101767;0.21823138;8623478.41536232;4.59252871;1877719
2018;Wien;2180970.73898713;1.15264157;376528.42385567;0.19899502;3335475.71340028;1.76279667;1556366.03167645;0.82253840;27888.78822745;0.01473921;520824.29642954;0.27525529;402967.64292823;0.21296813;8401021.63550476;4.43993427;1892150
2019;Wien;2536522.63539647;1.33273924;366485.17943615;0.19255857;3343834.26500185;1.75691677;1515470.63663820;0.79625829;28009.32845539;0.01471666;511101.19134066;0.26854269;390001.91492056;0.20491473;8691425.15118928;4.56664696;1903240
